code;pairCode;name;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;actionPrice;maxDiscount;
"92144";;"Feedrová tácka DELPHIN Reaxe FlatWorx";"30,95";"1";"30,95";"17,11";"23";"1";"26,31";"25";
"65550";"2346";"Nohavice GEOFF Anderson Barbarus 2";"141,45";"1";"141,45";"109,47";"23";"1";"141,45";;
"65551";"2346";"Nohavice GEOFF Anderson Barbarus 2";"141,45";"1";"141,45";"109,47";"23";"1";"141,45";;
"65553";"2346";"Nohavice GEOFF Anderson Barbarus 2";"141,45";"1";"141,45";"109,47";"23";"1";"141,45";;
"65554";"2346";"Nohavice GEOFF Anderson Barbarus 2";"141,45";"1";"141,45";"109,47";"23";"1";"141,45";;
"65555";"2346";"Nohavice GEOFF Anderson Barbarus 2";"141,45";"1";"141,45";"109,47";"23";"1";"141,45";;
"89581";;"Sada okien pre bivak DELPHIN C3 Lux ClimaControl Carpath";"42,95";"1";"42,95";"22,13";"23";"1";"36,51";"25";
"54512";"2347";"Háčiky DELPHIN HKD Cuter Tefcon";"3,80";"1";"3,80";"1,67";"23";"1";"3,23";"25";
"54513";"2347";"Háčiky DELPHIN HKD Cuter Tefcon";"3,80";"1";"3,80";"1,67";"23";"1";"3,23";"25";
"54514";"2347";"Háčiky DELPHIN HKD Cuter Tefcon";"3,80";"1";"3,80";"1,67";"23";"1";"3,23";"25";
"103762";"2348";"Navijak KINETIC Oxius FS + vlasec";"23,57";"1";"23,57";"9,73";"23";"1";"23,57";;
"103763";"2348";"Navijak KINETIC Oxius FS + vlasec";"25,61";"1";"25,61";"11,20";"23";"1";"25,61";;
"103764";"2348";"Navijak KINETIC Oxius FS + vlasec";"24,99";"1";"24,99";"12,17";"23";"1";"24,99";;
"92160";;"Čelovka DELPHIN RGW Pro UC";"25,95";"1";"25,95";"14,10";"23";"1";"22,06";"25";
"111057";"2349";"Pulóver termo GEOFF Anderson Thermal 4";"143,50";"1";"143,50";"85,92";"23";"1";"143,50";;
"111058";"2349";"Pulóver termo GEOFF Anderson Thermal 4";"143,50";"1";"143,50";"85,92";"23";"1";"143,50";;
"111059";"2349";"Pulóver termo GEOFF Anderson Thermal 4";"143,50";"1";"143,50";"85,92";"23";"1";"143,50";;
"111060";"2349";"Pulóver termo GEOFF Anderson Thermal 4";"143,50";"1";"143,50";"85,92";"23";"1";"143,50";;
"28886";;"Vážiaci stojan MIVARDI Professional";"40,98";"1";"40,98";"20,03";"23";"1";"36,88";"10";
"89609";"2350";"Prút DELPHIN Corsa Black Carp";"68,62";"1";"68,62";"36,00";"23";"1";"58,33";"25";
"89610";"2350";"Prút DELPHIN Corsa Black Carp";"0,00";"1";"0,00";"0,00";"";"";"0,00";"0";
"69778";"2351";"Tričko CARPZOOM T-Shirt Green";"15,68";"1";"15,68";"10,54";"23";"1";"15,68";;
"69779";"2351";"Tričko CARPZOOM T-Shirt Green";"15,68";"1";"15,68";"10,54";"23";"1";"15,68";;
"69781";"2351";"Tričko CARPZOOM T-Shirt Green";"15,68";"1";"15,68";"10,54";"23";"1";"15,68";;
"69783";"2351";"Tričko CARPZOOM T-Shirt Green";"15,68";"1";"15,68";"10,01";"23";"1";"15,68";;
"65642";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"240,46";"23";"1";"353,62";;
"65643";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"246,43";"23";"1";"353,62";;
"65644";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"240,46";"23";"1";"353,62";;
"65645";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"211,73";"23";"1";"353,62";;
"65646";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"240,46";"23";"1";"353,62";;
"65647";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"353,62";"1";"353,62";"240,46";"23";"1";"353,62";;
"65648";"2352";"Nohavice Geoff Anderson Dozer 6 Moss";"409,95";"1";"409,95";"278,77";"23";"1";"409,95";;
"111090";"2353";"Kajak FEEL FREE LURE 13.5 V2 Overdrive Ready, 418 cm, Ocean Camo";"2198,99";"1";"2198,99";"1847,16";"23";"1";"2198,99";;
"111091";"2353";"Kajak FEEL FREE LURE 13.5 V2 Overdrive Ready, 418 cm, Ocean Camo";"3299,00";"1";"3299,00";"2769,00";"23";"1";"3299,00";;
"111092";"2353";"Kajak FEEL FREE LURE 13.5 V2 Overdrive Ready, 418 cm, Ocean Camo";"2198,99";"1";"2198,99";"1847,16";"23";"1";"2198,99";;
"111093";"2353";"Kajak FEEL FREE LURE 13.5 V2 Overdrive Ready, 418 cm, Ocean Camo";"3299,00";"1";"3299,00";"2769,00";"23";"1";"3299,00";;
"54714";"2354";"Signalizátor pre sadu OPTIMO 9V+CSWII+snag";"38,95";"1";"38,95";"21,52";"23";"1";"33,11";"25";
"54715";"2354";"Signalizátor pre sadu OPTIMO 9V+CSWII+snag";"38,95";"1";"38,95";"21,52";"23";"1";"33,11";"25";
"81191";;"Náprstník FOX Casting Finger Stall";"10,98";"1";"10,98";"5,46";"23";"1";"11,27";;
"103811";"2355";"Boilie STARBAITS Pro Red One";"30,95";"1";"30,95";"14,56";"23";"1";"30,95";;
"103812";"2355";"Boilie STARBAITS Pro Red One";"30,95";"1";"30,95";"15,25";"23";"1";"30,95";;
"103813";"2355";"Boilie STARBAITS Pro Red One";"30,95";"1";"30,95";"15,25";"23";"1";"30,95";;
"40321";;"Naviják  Wychwood Riot Big Pit Reel 75S";"110,79";"1";"110,79";"57,40";"23";"1";"110,79";;
"7024";;"Krabička UABM-003";"1,40";"1";"1,40";"0,57";"23";"1";"1,27";"25";
"01065";;"Nôž MASERIN Jager Line";"113,16";"1";"113,16";"78,49";"23";"1";"113,16";;
"81349";;"Swinger FOX MK2 Illuminated";"54,99";"1";"54,99";"28,41";"23";"1";"54,99";;
"103831";"2356";"Boilie STARBAITS Pop Up Signal";"6,67";"1";"6,67";"3,01";"23";"1";"6,67";;
"103832";"2356";"Boilie STARBAITS Pop Up Signal";"6,70";"1";"6,70";"3,16";"23";"1";"6,70";;
"103833";"2356";"Boilie STARBAITS Pop Up Signal";"6,70";"1";"6,70";"3,16";"23";"1";"6,70";;
"40415";;"Lehátko Giants Fishing Flat Fleece XL 8Leg";"180,99";"1";"180,99";"92,28";"23";"1";"180,99";;
"100037";;"Podložka METHOD FEEDER FANS Basic s metrom";"11,17";"1";"11,17";"8,05";"23";"1";"11,17";;
"29627";"2357";"Boilie MIKBAITS Gangster G7 Master Krill v dipe";"7,20";"1";"7,20";"5,61";"23";"1";"7,20";"10";
"29628";"2357";"Boilie MIKBAITS Gangster G7 Master Krill v dipe";"7,20";"1";"7,20";"5,61";"23";"1";"7,20";"10";
"89748";"2358";"Sada signalizátorov DELPHIN Coder s príposluchom";"102,95";"1";"102,95";"55,35";"23";"1";"87,51";"25";
"89749";"2358";"Sada signalizátorov DELPHIN Coder s príposluchom";"130,95";"1";"130,95";"68,25";"23";"1";"111,31";"25";
"89750";"2358";"Sada signalizátorov DELPHIN Coder s príposluchom";"158,95";"1";"158,95";"82,77";"23";"1";"135,11";"25";
"73486";;"Vobler GUNKI Gamera SP 5 cm, Fario";"8,70";"1";"";"";"23";"1";"";;
"100106";;"Sada swingrov CARPON Proffi Plus 4x";"52,90";"1";"52,90";"33,14";"23";"1";"52,90";;
"65716";;"SET GEOFF Anderson WizWool";"106,00";"1";"106,00";"47,97";"23";"1";"106,00";;
"111138";;"Sonar LOWRANCE Elite FS 7 so sondou Active Imaging 3v1";"1228,70";"1";"1228,70";"980,56";"23";"1";"1228,70";"4";
"55112";;"Čln MIVARDI M-Boat 160A MK2";"509,99";"1";"509,99";"301,06";"23";"1";"458,99";"10";
"81598";"2359";"Olovo FOX Camotex Square Leads In Line";"1,80";"1";"1,80";"1,00";"23";"1";"1,80";;
"81601";"2359";"Olovo FOX Camotex Square Leads In Line";"2,40";"1";"2,40";"1,21";"23";"1";"2,40";;
"40675";;"Skrutka GIANTS FISHING Elements Pop-Up Pegs Clear na nástrahy";"2,34";"1";"2,34";"1,11";"23";"1";"2,34";;
"100159";"2360";"Navijak ROBINSON Big Mama FD";"53,30";"1";"53,30";"19,44";"23";"1";"53,30";;
"100160";"2360";"Navijak ROBINSON Big Mama FD";"54,33";"1";"54,33";"20,16";"23";"1";"54,33";;
"100161";"2360";"Navijak ROBINSON Big Mama FD";"56,37";"1";"56,37";"20,88";"23";"1";"56,37";;
"82045";;"Swinger FOX Black Label Dumpy Bobbins";"21,00";"1";"21,00";"9,30";"23";"1";"21,00";;
"40778";"2361";"Náväzcový vlasec GIANT FISHING Leader Mono FC";"4,50";"1";"4,50";"2,27";"23";"1";"4,50";;
"40779";"2361";"Náväzcový vlasec GIANT FISHING Leader Mono FC";"4,50";"1";"4,50";"2,27";"23";"1";"4,50";;
"40780";"2361";"Náväzcový vlasec GIANT FISHING Leader Mono FC";"4,74";"1";"4,74";"2,44";"23";"1";"4,74";;
"40781";"2361";"Náväzcový vlasec GIANT FISHING Leader Mono FC";"5,12";"1";"5,12";"2,58";"23";"1";"5,12";;
"40782";"2361";"Náväzcový vlasec GIANT FISHING Leader Mono FC";"5,52";"1";"5,52";"2,84";"23";"1";"5,52";;
"73627";;"Krmivo MONDIAL F Method & Feeder";"3,20";"1";"3,20";"1,50";"23";"1";"3,20";;
"100184";;"Sada naviazaných háčikov GOODFISH s vyberačom háčikov";"5,60";"1";"";"";"23";"1";"";;
"30134";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,80";"1";"9,80";"3,57";"23";"1";"9,80";;
"30135";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,85";"1";"9,85";"3,57";"23";"1";"9,85";;
"30136";"2362";"Vlasec ROBINSON Van den Eynde Professional";"6,40";"1";"6,40";"3,57";"23";"1";"6,40";;
"30137";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,80";"1";"9,80";"2,90";"23";"1";"9,80";;
"30138";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,80";"1";"9,80";"3,57";"23";"1";"9,80";;
"30139";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,80";"1";"9,80";"2,90";"23";"1";"9,80";;
"30140";"2362";"Vlasec ROBINSON Van den Eynde Professional";"9,80";"1";"9,80";"3,57";"23";"1";"9,80";;
"111171";;"ActiveTarget™2 modul +sonda + držiak";"2335,77";"1";"2335,77";"1863,94";"23";"1";"2335,77";"4";
"82449";;"Signalizátor FOX Micron MX";"92,24";"1";"92,24";"46,49";"23";"1";"92,24";;
"96752";"2363";"Záťaže s obratlíkom FANATIK Invalid Mix";"3,90";"1";"3,90";"2,52";"23";"1";"2,34";;
"96753";"2363";"Záťaže s obratlíkom FANATIK Invalid Mix";"5,07";"1";"5,07";"3,50";"23";"1";"3,04";;
"74077";;"Set teflónových hrncov STARBAITS Freeway Cook";"42,50";"1";"42,50";"20,81";"23";"1";"42,50";;
"92329";;"Krabica DELPHIN LureBox Mega";"26,95";"1";"26,95";"14,03";"23";"1";"22,91";"25";
"100224";"2364";"Navijak ROBINSON Stinger Feeder FD";"39,98";"1";"39,98";"15,65";"23";"1";"39,98";;
"100226";"2364";"Navijak ROBINSON Stinger Feeder FD";"42,00";"1";"42,00";"19,99";"23";"1";"42,00";;
"65769";;"Dipovaná umelá nástraha FishUp Real Craw, 4,8 cm, 7 ks";"6,62";"1";"6,62";"4,18";"23";"1";"6,62";;
"74318";"2365";"Boilie STARBAITS SK30 Hard";"8,70";"1";"8,70";"4,28";"23";"1";"8,70";;
"74319";"2365";"Boilie STARBAITS SK30 Hard";"8,70";"1";"8,70";"4,28";"23";"1";"8,70";;
"92351";;"Kempingová lampa DELPHIN Aura+ UC 5400 mAh";"31,96";"1";"31,96";"17,27";"23";"1";"27,17";"25";
"100270";;"Nafukovacia bójka CAT CARE na trhačku";"24,99";"1";"24,99";"12,74";"23";"1";"24,99";;
"65788";;"Sonar LOWRANCE Eagle 7 Splitshot";"608,80";"1";"608,80";"485,85";"23";"1";"608,80";"4";
"55485";;"Transportná taška MIVARDI na lehátko CamoCODE";"25,99";"1";"25,99";"12,89";"23";"1";"23,39";"10";
"74457";;"Krabička GUNKI Lure Box Open Sides S";"6,80";"1";"6,80";"3,14";"23";"1";"6,80";;
"100296";;"Prívlačový set GOODFISH Spinning set";"8,81";"1";"8,81";"4,38";"23";"1";"8,81";;
"30538";;"Vankúš GABY Kapor";"18,91";"1";"18,91";"15,19";"23";"1";"18,91";"10";
"112035";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112036";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112037";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112038";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112039";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112040";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"112041";"2366";"Nástraha HARMONY BAITS T-Fat, Cheese, 65 mm, 7 ks";"6,49";"1";"6,49";"3,30";"23";"1";"6,49";;
"55531";;"Kreslo MIVARDI Chair Premium Quattro";"79,99";"1";"79,99";"41,84";"23";"1";"71,99";"10";
"103962";"2367";"Nástraha GUNKI Shocker Vib 11,8 g";"7,80";"1";"7,80";"4,14";"23";"1";"7,80";;
"103963";"2367";"Nástraha GUNKI Shocker Vib 11,8 g";"7,80";"1";"7,80";"3,73";"23";"1";"7,80";;
"103964";"2367";"Nástraha GUNKI Shocker Vib 11,8 g";"8,50";"1";"8,50";"3,73";"23";"1";"8,50";;
"103965";"2367";"Nástraha GUNKI Shocker Vib 11,8 g";"7,80";"1";"7,80";"4,14";"23";"1";"7,80";;
"40959";"2368";"Prevleky GIANTS FISHING Anti Tangle Sleeves Green L";"2,44";"1";"2,44";"1,24";"23";"1";"2,44";;
"41612";"2368";"Prevleky GIANTS FISHING Anti Tangle Sleeves Green L";"2,44";"1";"2,44";"1,24";"23";"1";"2,44";;
"92385";;"Univerzálny držiak DELPHIN DrinxHold na nápoje";"7,95";"1";"7,95";"4,29";"23";"1";"6,76";"25";
"30740";"2369";"Háčiky KORDA Krank";"7,16";"1";"7,16";"3,88";"23";"1";"7,16";;
"30741";"2369";"Háčiky KORDA Krank";"6,99";"1";"6,99";"3,88";"23";"1";"6,99";;
"30742";"2369";"Háčiky KORDA Krank";"7,16";"1";"7,16";"3,88";"23";"1";"7,16";;
"30743";"2369";"Háčiky KORDA Krank";"6,65";"1";"6,65";"3,88";"23";"1";"6,65";;
"65823";"2370";"Mikina Geoff Anderson Teddy, modrá";"193,72";"1";"193,72";"131,72";"23";"1";"193,72";;
"65825";"2370";"Mikina Geoff Anderson Teddy, modrá";"193,72";"1";"193,72";"131,72";"23";"1";"193,72";;
"65826";"2370";"Mikina Geoff Anderson Teddy, modrá";"193,72";"1";"193,72";"131,72";"23";"1";"193,72";;
"65827";"2370";"Mikina Geoff Anderson Teddy, modrá";"193,72";"1";"193,72";"131,72";"23";"1";"193,72";;
"65828";"2370";"Mikina Geoff Anderson Teddy, modrá";"193,72";"1";"193,72";"131,72";"23";"1";"193,72";;
"112300";"2371";"Čln STARKBOAT DT-230S s kýlom, tmavo šedý";"670,01";"1";"670,01";"536,00";"23";"1";"670,01";"10";
"112302";"2371";"Čln STARKBOAT DT-230S s kýlom, tmavo šedý";"690,01";"1";"690,01";"552,00";"23";"1";"690,01";"10";
"112304";"2371";"Čln STARKBOAT DT-230S s kýlom, tmavo šedý";"589,99";"1";"589,99";"471,99";"23";"1";"589,99";"10";
"41117";;"Podložka StarBAITS Carp Craddle";"79,95";"1";"79,95";"40,38";"23";"1";"79,95";;
"30803";"2372";"Krmítko KORDA Bait-Up Method Feeder";"4,60";"1";"4,60";"2,50";"23";"1";"4,60";;
"30804";"2372";"Krmítko KORDA Bait-Up Method Feeder";"4,60";"1";"4,60";"2,50";"23";"1";"4,60";;
"90097";"2373";"Nástraha DELPHIN D Snax Waft Krab - Krill";"4,70";"1";"4,70";"2,48";"23";"1";"4,00";"25";
"91492";"2373";"Nástraha DELPHIN D Snax Waft Krab - Krill";"4,70";"1";"4,70";"2,48";"23";"1";"4,00";"25";
"104009";;"Vyvážená nástraha SENSAS Wafters Super Skrill";"7,16";"1";"7,16";"3,43";"23";"1";"7,16";;
"92419";"2374";"Prút DELPHIN GraphiX 24T";"38,95";"1";"38,95";"20,95";"23";"1";"33,11";"25";
"92420";"2374";"Prút DELPHIN GraphiX 24T";"40,95";"1";"40,95";"20,93";"23";"1";"34,81";"25";
"92421";"2374";"Prút DELPHIN GraphiX 24T";"45,95";"1";"45,95";"23,63";"23";"1";"39,06";"25";
"100376";;"Forma pre krmítko Method Feeder Fans Flat Feeder Long Distance";"1,99";"1";"1,99";"1,11";"23";"1";"1,99";;
"82890";"2375";"Vážiaci sak FOX Carpmaster STR";"71,99";"1";"71,99";"37,19";"23";"1";"71,99";;
"82891";"2375";"Vážiaci sak FOX Carpmaster STR";"83,98";"1";"83,98";"40,30";"23";"1";"83,98";;
"100416";;"Boilie CARP FANS Pop Up 15 mm";"6,14";"1";"6,14";"3,74";"23";"1";"6,14";;
"30894";"2376";"Háčiky KORDA Klor";"6,65";"1";"6,65";"3,60";"23";"1";"6,65";;
"30895";"2376";"Háčiky KORDA Klor";"7,16";"1";"7,16";"3,88";"23";"1";"7,16";;
"30896";"2376";"Háčiky KORDA Klor";"6,65";"1";"6,65";"3,88";"23";"1";"6,65";;
"30897";"2376";"Háčiky KORDA Klor";"6,65";"1";"6,65";"3,60";"23";"1";"6,65";;
"55687";"2377";"Vidlička MIVARDI Spigot Bankstick Aluminium";"4,08";"1";"4,08";"2,00";"23";"1";"3,67";"10";
"55688";"2377";"Vidlička MIVARDI Spigot Bankstick Aluminium";"4,08";"1";"4,08";"2,00";"23";"1";"3,67";"10";
"104073";"2378";"Boilie STARBAITS Pro Banana Nut Hard";"8,70";"1";"8,70";"4,09";"23";"1";"8,70";;
"104074";"2378";"Boilie STARBAITS Pro Banana Nut Hard";"8,70";"1";"8,70";"4,09";"23";"1";"8,70";;
"41446";"2379";"Prút GIANTS FISHING Radiant MX Spin";"32,95";"1";"32,95";"16,00";"23";"1";"32,95";;
"41447";"2379";"Prút GIANTS FISHING Radiant MX Spin";"33,71";"1";"33,71";"16,36";"23";"1";"33,71";;
"41448";"2379";"Prút GIANTS FISHING Radiant MX Spin";"35,69";"1";"35,69";"17,35";"23";"1";"35,69";;
"74655";;"Naviazané plaváky SENSAS Carp";"25,50";"1";"25,50";"11,37";"23";"1";"25,50";;
"30971";;"Sada rotačiek ROBINSON Trout";"8,00";"1";"8,00";"3,86";"23";"1";"8,00";;
"55736";"2380";"Boilie MIVARDI Rapid Easy Catch Ananás + N.BA";"6,99";"1";"6,99";"3,85";"23";"1";"6,29";"10";
"55972";"2380";"Boilie MIVARDI Rapid Easy Catch Ananás + N.BA";"7,16";"1";"7,16";"3,67";"23";"1";"6,44";"10";
"41462";"2381";"Plavák GIANTS FISHING Balsa Lake";"1,83";"1";"1,83";"0,93";"23";"1";"1,83";;
"41463";"2381";"Plavák GIANTS FISHING Balsa Lake";"1,83";"1";"1,83";"0,93";"23";"1";"1,83";;
"41464";"2381";"Plavák GIANTS FISHING Balsa Lake";"1,83";"1";"1,83";"0,93";"23";"1";"1,83";;
"41465";"2381";"Plavák GIANTS FISHING Balsa Lake";"1,87";"1";"1,87";"0,95";"23";"1";"1,87";;
"41466";"2381";"Plavák GIANTS FISHING Balsa Lake";"1,87";"1";"1,87";"0,95";"23";"1";"1,87";;
"100476";;"Roľnička Double s otrasovou diódou a štipcom";"4,05";"1";"4,05";"2,52";"23";"1";"4,05";;
"31179";;"Vankúš GABY Kapor Gigant";"29,90";"1";"29,90";"23,25";"23";"1";"29,90";"10";
"65917";;"Kopyto RELAX RK 1, 3,5 cm";"0,37";"1";"0,37";"0,22";"23";"1";"0,37";;
"90161";;"Ochranná hadička DELPHIN The End Heli Protect";"2,50";"1";"2,50";"1,14";"23";"1";"2,13";"25";
"112375";;"Podsedák STARKBOAT s úložným priestorom, 85 cm, čierny";"45,01";"1";"45,01";"36,00";"23";"1";"45,01";"10";
"97168";"2382";"Nástraha KEITECH Mad Wag 2,5 inch/ 6,35cm, bal. 12ks";"6,25";"1";"6,25";"2,60";"23";"1";"6,25";;
"97169";"2382";"Nástraha KEITECH Mad Wag 2,5 inch/ 6,35cm, bal. 12ks";"6,25";"1";"6,25";"2,60";"23";"1";"6,25";;
"97170";"2382";"Nástraha KEITECH Mad Wag 2,5 inch/ 6,35cm, bal. 12ks";"6,25";"1";"6,25";"2,60";"23";"1";"6,25";;
"97171";"2382";"Nástraha KEITECH Mad Wag 2,5 inch/ 6,35cm, bal. 12ks";"6,25";"1";"6,25";"2,60";"23";"1";"6,25";;
"97172";"2382";"Nástraha KEITECH Mad Wag 2,5 inch/ 6,35cm, bal. 12ks";"6,25";"1";"6,25";"2,60";"23";"1";"6,25";;
"41479";;"Čelovka GIANTS FISHING Headlamp LED Luxury 350";"35,69";"1";"35,69";"18,86";"23";"1";"35,69";;
"31272";;"Muškársky navijak ROBINSON Trigone";"35,50";"1";"";"";"23";"1";"";;
"112391";;"Pumpa STARKBOAT";"17,99";"1";"17,99";"14,40";"23";"1";"17,99";"10";
"55836";;"Uterák MIVARDI Microfiber Towel Premium";"5,12";"1";"5,12";"2,68";"23";"1";"4,61";"10";
"97187";;"Nástraha KEITECH Little Spider 2 inch/ 5,08cm, bal. 8ks";"6,86";"1";"6,86";"3,25";"23";"1";"6,86";;
"104122";;"Method mix STARBAITS Grab&Go Global Strawberry Jam (jahody), 1,8 kg";"7,29";"1";"7,29";"3,75";"23";"1";"7,29";;
"41498";"2383";"Batoh GIANTS FISHING Rucksack Classic MK2 Large";"43,28";"1";"43,28";"22,87";"23";"1";"43,28";;
"41499";"2383";"Batoh GIANTS FISHING Rucksack Classic MK2 Large";"39,31";"1";"39,31";"20,77";"23";"1";"39,31";;
"01026";;"Spacák FRENDO Trek 7-Right Opening";"68,57";"1";"68,57";"44,59";"23";"1";"68,57";;
"01055";;"Čelovka NITECORE HA13";"26,40";"1";"26,40";"18,72";"23";"1";"26,40";"10";
"100020";;"Vobler ROBINSON Monroe F120";"10,15";"1";"10,15";"5,39";"23";"1";"10,15";;
"100072";"2384";"Navijak ROBINSON Method F-Runner FD";"41,00";"1";"";"";"23";"1";"";;
"100074";"2384";"Navijak ROBINSON Method F-Runner FD";"44,90";"1";"";"";"23";"1";"";;
"100099";"2385";"Boilie Method Feeder Fans Duo Energy Pop Up + esencia v spreji";"10,15";"1";"10,15";"6,19";"23";"1";"10,15";;
"100100";"2385";"Boilie Method Feeder Fans Duo Energy Pop Up + esencia v spreji";"7,49";"1";"7,49";"5,30";"23";"1";"7,49";;
"100562";"2385";"Boilie Method Feeder Fans Duo Energy Pop Up + esencia v spreji";"7,49";"1";"7,49";"3,99";"23";"1";"7,49";;
"100116";;"Podsedák CARP CARE Khaki na lavičku do člna";"11,17";"1";"11,17";"7,27";"23";"1";"11,17";;
"100137";;"Vobler ROBINSON Hogan F70, 7 cm, 11 g, Perch";"6,67";"1";"6,67";"3,36";"23";"1";"6,67";;
"100177";"2386";"Háčiky METHOD Feeder Fans Wide ARC s mikroprotihrotom";"2,35";"1";"2,35";"1,54";"23";"1";"2,35";;
"100178";"2386";"Háčiky METHOD Feeder Fans Wide ARC s mikroprotihrotom";"2,35";"1";"2,35";"1,54";"23";"1";"2,35";;
"100237";"2386";"Háčiky METHOD Feeder Fans Wide ARC s mikroprotihrotom";"2,35";"1";"2,35";"1,54";"23";"1";"2,35";;
"100238";"2386";"Háčiky METHOD Feeder Fans Wide ARC s mikroprotihrotom";"2,35";"1";"2,35";"1,54";"23";"1";"2,35";;
"100215";;"Navijak CARPEX Gold Star";"48,18";"1";"48,18";"18,39";"23";"1";"48,18";;
"100251";;"Čelovka ROBINSON Classic";"4,00";"1";"4,00";"1,55";"23";"1";"4,00";;
"100330";"2387";"Záťaž D&M ECO Sinkers Safety Dropp";"2,24";"1";"2,24";"1,02";"23";"1";"2,24";;
"100331";"2387";"Záťaž D&M ECO Sinkers Safety Dropp";"2,76";"1";"2,76";"1,24";"23";"1";"2,76";;
"100350";;"Navijak VDE-ROBINSON Feeder Freerunner FD 506";"88,15";"1";"88,15";"42,96";"23";"1";"88,15";;
"100395";"2388";"Gel Method Feeder Fans Fluo";"6,99";"1";"6,99";"4,19";"23";"1";"6,99";;
"100396";"2388";"Gel Method Feeder Fans Fluo";"6,99";"1";"6,99";"4,19";"23";"1";"6,99";;
"100397";"2388";"Gel Method Feeder Fans Fluo";"6,99";"1";"6,99";"3,16";"23";"1";"6,99";;
"100398";"2388";"Gel Method Feeder Fans Fluo";"6,99";"1";"6,99";"4,19";"23";"1";"6,99";;
"100556";"2388";"Gel Method Feeder Fans Fluo";"6,99";"1";"6,99";"3,49";"23";"1";"6,99";;
"100443";"2389";"Háčiky ROBINSON Titanium Method Feeder 503 BN";"1,65";"1";"1,65";"0,76";"23";"1";"1,65";;
"100444";"2389";"Háčiky ROBINSON Titanium Method Feeder 503 BN";"1,54";"1";"1,54";"0,67";"23";"1";"1,54";;
"100445";"2389";"Háčiky ROBINSON Titanium Method Feeder 503 BN";"1,54";"1";"1,54";"0,67";"23";"1";"1,54";;
"100446";"2389";"Háčiky ROBINSON Titanium Method Feeder 503 BN";"1,50";"1";"1,50";"0,76";"23";"1";"1,50";;
"100470";"2390";"Vobler ROBINSON Fluppy F45";"7,17";"1";"7,17";"2,74";"23";"1";"7,17";;
"100472";"2390";"Vobler ROBINSON Fluppy F45";"7,00";"1";"7,00";"3,11";"23";"1";"7,00";;
"100473";"2390";"Vobler ROBINSON Fluppy F45";"7,17";"1";"7,17";"2,74";"23";"1";"7,17";;
"100474";"2390";"Vobler ROBINSON Fluppy F45";"7,17";"1";"7,17";"2,74";"23";"1";"7,17";;
"100475";"2390";"Vobler ROBINSON Fluppy F45";"7,00";"1";"7,00";"3,39";"23";"1";"7,00";;
"100559";"2391";"Boilie Method Feeder Fans Pop Up";"4,99";"1";"4,99";"2,25";"23";"1";"4,99";;
"100811";"2391";"Boilie Method Feeder Fans Pop Up";"4,99";"1";"4,99";"2,50";"23";"1";"4,99";;
"20026";"2391";"Boilie Method Feeder Fans Pop Up";"4,99";"1";"4,99";"2,50";"23";"1";"4,99";;
"20027";"2391";"Boilie Method Feeder Fans Pop Up";"4,99";"1";"4,99";"2,50";"23";"1";"4,99";;
"20028";"2391";"Boilie Method Feeder Fans Pop Up";"5,12";"1";"5,12";"2,48";"23";"1";"5,12";;
"100576";"2392";"SET = 2x navijak CARPON SK";"92,00";"1";"92,00";"51,66";"23";"1";"92,00";;
"100577";"2392";"SET = 2x navijak CARPON SK";"107,99";"1";"107,99";"60,27";"23";"1";"107,99";;
"100587";"2393";"Navijak ROBINSON Slighter FD";"117,87";"1";"117,87";"54,01";"23";"1";"117,87";;
"100588";"2393";"Navijak ROBINSON Slighter FD";"119,00";"1";"119,00";"56,91";"23";"1";"119,00";;
